TS_Pcomp,TS_Pscav,TS_Texh,TS_Ntc,TS_Pmax,TS_PR,TS_Ntc_Pscav,TS_Pcomp_Pscav,Estimated engine load
59.059433,1.4638596,298.4974,10204.257,97.2944,35.85738,6857.6406,40.832817,50.671715
59.05921,1.4638463,298.4976,10204.221,97.29362,35.857136,6857.6567,40.833076,50.67146
59.058994,1.4638336,298.49774,10204.187,97.292854,35.856907,6857.674,40.833324,50.671204
59.05879,1.4638208,298.4979,10204.153,97.29211,35.85667,6857.6904,40.833572,50.670967
59.05858,1.4638085,298.49808,10204.119,97.29138,35.85645,6857.7065,40.833805,50.670727
59.05838,1.4637967,298.4982,10204.088,97.29067,35.856243,6857.7217,40.834038,50.67049
59.058186,1.4637848,298.49835,10204.057,97.289986,35.856018,6857.737,40.834263,50.67027
59.05799,1.4637734,298.4985,10204.026,97.289314,35.855824,6857.7515,40.83448,50.670044
59.057804,1.4637624,298.49863,10203.997,97.288666,35.855625,6857.7666,40.834694,50.66983
59.057625,1.4637516,298.49875,10203.968,97.28803,35.855427,6857.7803,40.8349,50.669617
59.057446,1.4637411,298.49887,10203.938,97.28741,35.855244,6857.7944,40.835106,50.669415
59.05727,1.4637308,298.499,10203.911,97.286804,35.855053,6857.8086,40.835304,50.669216
59.057102,1.4637209,298.49908,10203.885,97.286224,35.854862,6857.8213,40.83549,50.669018
59.056942,1.463711,298.49924,10203.86,97.285645,35.854702,6857.8345,40.835682,50.668827
59.056786,1.4637017,298.49933,10203.834,97.28509,35.854523,6857.8477,40.835865,50.668636
59.056637,1.4636927,298.49945,10203.809,97.28455,35.85436,6857.8604,40.836044,50.66846
59.056484,1.4636836,298.4995,10203.784,97.28402,35.8542,6857.8726,40.83622,50.668285
59.056328,1.4636748,298.49963,10203.762,97.28351,35.854042,6857.884,40.836395,50.668118
59.056183,1.4636663,298.49973,10203.738,97.283005,35.85389,6857.896,40.836555,50.667946
59.05604,1.463658,298.49982,10203.716,97.282524,35.85374,6857.9077,40.836723,50.667786
59.055904,1.4636499,298.49994,10203.693,97.28204,35.853596,6857.919,40.83688,50.667618
59.055775,1.4636422,298.50003,10203.673,97.281586,35.85345,6857.9297,40.83703,50.667465
59.055645,1.4636345,298.5001,10203.652,97.281136,35.853317,6857.94,40.83718,50.667313
59.055527,1.463627,298.50015,10203.632,97.2807,35.853176,6857.951,40.837326,50.667164
59.055393,1.4636197,298.50024,10203.613,97.28027,35.85305,6857.9604,40.837467,50.66702
59.055275,1.4636124,298.50034,10203.594,97.27986,35.852917,6857.97,40.83761,50.666874
59.055157,1.4636058,298.5004,10203.573,97.27946,35.852795,6857.9805,40.83774,50.666748
59.05504,1.463599,298.50046,10203.557,97.27905,35.852676,6857.99,40.837875,50.666603
59.054935,1.4635924,298.50052,10203.538,97.27866,35.852554,6857.9995,40.838005,50.666473
59.054825,1.4635859,298.50058,10203.521,97.2783,35.85244,6858.009,40.838127,50.666344
59.054714,1.4635798,298.50067,10203.505,97.27794,35.85233,6858.017,40.838253,50.666218
59.05461,1.4635737,298.50076,10203.487,97.27757,35.85222,6858.0254,40.83837,50.666096
59.05451,1.463568,298.5008,10203.472,97.27723,35.852116,6858.034,40.838486,50.66598
59.054417,1.463562,298.50082,10203.456,97.2769,35.85201,6858.0425,40.838604,50.66586
59.054317,1.4635564,298.50092,10203.441,97.27657,35.851913,6858.051,40.838715,50.665752
59.05422,1.4635509,298.50095,10203.427,97.27625,35.85181,6858.058,40.838814,50.665638
59.05413,1.4635457,298.501,10203.412,97.27594,35.851723,6858.066,40.838917,50.665535
59.054043,1.4635404,298.5011,10203.397,97.275635,35.851627,6858.073,40.83902,50.66543
59.05396,1.4635354,298.50113,10203.384,97.275345,35.851532,6858.0806,40.83912,50.665325
59.053875,1.4635305,298.50116,10203.369,97.275055,35.851444,6858.088,40.83922,50.665222
59.05379,1.4635258,298.50122,10203.358,97.27478,35.851364,6858.0947,40.839306,50.665134
